VisitorID,Total_Visits,Total_Purchases,Avg_Time_Spent,Avg_Amount_Spent,Time_Since_Last_Visit,Unique_Shops_Visited,Purchase_to_Visit_Ratio,Last_Visit_Purchase
V4047,7,5,67.1513991910802,830.9852952262395,74,13,0.71,0
V4048,5,1,74.03796911225959,354.83615032134105,34,1,0.2,0
V4049,6,2,97.55940470293658,588.5563773783243,48,13,0.33,1
V4050,10,1,74.76000264768102,320.5428055376512,16,6,0.1,0
V4051,2,0,49.39350720770325,523.3173537076465,49,8,0.0,0
V4052,3,4,83.96717841640863,422.85873315198774,63,19,1.33,0
V4053,7,3,41.76332627152402,894.0377599128326,40,14,0.43,0
V4054,10,2,147.0752726805465,342.07573100825385,56,6,0.2,1
V4055,6,4,73.00635657194805,818.9187649864643,77,17,0.67,0
V4056,1,1,89.14994383566166,296.083079013854,48,2,1.0,1
V4057,5,0,125.78708691713337,818.6824691605045,37,16,0.0,0
V4058,7,1,163.90525537596423,694.3899006108167,12,5,0.14,1
V4059,1,2,84.2221415141306,424.2451481430534,79,6,2.0,0
V4060,8,3,66.15245962800357,464.378242070623,32,2,0.38,0
V4061,7,3,109.35867719748698,530.8845365736679,23,5,0.43,0
V4062,6,1,88.76207876783302,500.1928043022608,74,10,0.17,0
V4063,4,5,85.81920241154528,580.3883170389404,72,19,1.25,0
V4064,5,0,95.74877818264177,523.1074549174596,21,1,0.0,0
V4065,3,1,103.19898965478293,299.24620998652256,75,6,0.33,0
V4066,3,1,150.65838380984601,393.2536806787348,12,16,0.33,0
V4067,2,2,49.82294090333591,555.3584300905708,49,10,1.0,0
V4068,3,3,147.9950429980774,283.8640272882209,47,8,1.0,0
V4069,6,0,83.47019321910719,393.65731854515843,83,19,0.0,0
V4070,5,0,116.8958002658718,605.4501105963644,62,7,0.0,1
V4071,3,0,94.55592341446305,548.0094628300975,38,15,0.0,0
V4072,3,2,90.66946760795189,440.81347745120866,26,5,0.67,1
V4073,6,1,95.84784678062681,702.7413058693362,40,4,0.17,0
V4074,3,4,66.21679254103985,693.5442800208186,16,19,1.33,0
V4075,4,1,138.1355039855523,381.65843970947475,19,19,0.25,1
V4076,4,7,106.88395289124003,632.3972644397752,50,10,1.75,1
V4077,5,0,101.52339602509622,320.3752418289334,56,8,0.0,1
V4078,7,2,80.71735547694877,551.8377085594556,29,1,0.29,0
V4079,11,2,48.462523060699276,549.7693887313728,38,13,0.18,1
V4080,10,3,110.41256910114922,499.98587464597387,61,7,0.3,0
V4081,1,0,112.15245323634464,446.3406536948644,36,2,0.0,1
V4082,5,3,107.83978470856871,511.02121110123556,85,9,0.6,0
V4083,2,1,92.74396236378311,496.72237895671583,10,19,0.5,0
V4084,2,1,83.32099650524951,50.0,47,9,0.5,0
V4085,1,0,127.09471775992034,776.5399323404383,87,17,0.0,1
V4086,5,2,104.16371013351424,624.994726793597,44,18,0.4,1
V4087,3,2,98.46822367651615,407.55088064873274,62,10,0.67,0
V4088,3,7,46.08196955958479,689.1926851426638,7,1,2.33,0
V4089,5,0,35.00674224430009,395.4145856122539,69,11,0.0,0
V4090,4,1,159.74142565715997,50.0,19,19,0.25,1
V4091,5,1,114.83311505416448,567.3276414158134,33,19,0.2,0
V4092,6,1,128.9021132185925,178.09196584860973,24,2,0.17,1
V4093,4,2,41.43011294384119,232.28985333306247,23,5,0.5,0
V4094,3,3,119.79023651862227,282.48311978970736,86,3,1.0,1
V4095,7,2,81.4777072773559,518.8143671427557,53,13,0.29,1
V4096,2,2,93.3412961135262,532.9824235989689,21,7,1.0,0
V4097,7,1,106.21066932947267,711.1997466693323,82,11,0.14,0
V4098,6,2,95.39827849065486,253.51881141746784,37,17,0.33,1
V4099,6,3,95.22328589159599,353.35220118692143,49,1,0.5,1
V4100,2,1,63.550920726608766,756.6151414377596,25,4,0.5,0
V4101,1,1,108.35669162467093,604.3205276201281,39,1,1.0,0
V4102,4,4,63.263692491164846,561.570440005824,30,9,1.0,0
V4103,8,2,65.2378519941199,492.4847896822844,43,18,0.25,1
V4104,5,3,93.11176926149611,580.1206364414501,78,17,0.6,0
V4105,8,2,52.15748064636755,505.9504571677835,54,19,0.25,0
V4106,6,0,125.26687647639449,519.7763962939463,32,15,0.0,0
V4107,2,2,125.43424433613869,591.7199929605503,49,10,1.0,1
V4108,2,0,77.23694108500723,317.678997988732,2,12,0.0,0
V4109,6,1,82.47386797686258,537.606637944972,47,16,0.17,0
V4110,2,4,91.06846441027409,110.36493294874492,23,12,2.0,0
V4111,6,1,30.96151242363844,500.9330318366357,6,1,0.17,1
V4112,3,1,45.851461529923796,399.5878761017042,85,13,0.33,0
V4113,2,4,111.63936082898243,663.0551785189265,41,4,2.0,0
V4114,7,4,101.6913306588214,220.59171138578648,42,12,0.57,0
V4115,3,4,79.15525982139259,538.8326790048327,53,19,1.33,0
V4116,6,2,76.89292097123126,623.531522527095,72,15,0.33,0
V4117,5,1,111.32014289717588,648.7964130200581,39,9,0.2,1
V4118,7,2,33.506031321927225,369.5689553003207,10,7,0.29,0
V4119,4,2,146.436987712477,429.02260088740195,82,6,0.5,0
V4120,9,0,117.6578745106733,583.1583338397687,50,9,0.0,1
V4121,4,4,78.01736246457466,269.2027060860377,75,18,1.0,0
V4122,7,4,101.45641019899196,410.49884458437145,8,8,0.57,1
V4123,3,4,131.39667600846968,325.8684285088375,1,18,1.33,0
V4124,4,0,58.57693450189116,138.22011952592766,72,13,0.0,1
V4125,1,2,128.52044620723947,793.1876830880628,69,7,2.0,0
V4126,7,0,89.56678881519825,505.21043958824924,1,12,0.0,0
V4127,2,2,110.44770584709744,290.3184647371976,67,5,1.0,1
V4128,7,0,116.30188472010227,50.0,27,16,0.0,0
V4129,9,3,94.99595935659613,564.0723617825017,61,8,0.33,0
V4130,6,1,122.79863029377694,186.97105111002963,48,7,0.17,0
V4131,6,2,77.27791817353423,366.1187240886351,23,1,0.33,1
V4132,5,4,89.29989306617452,490.4592203325436,44,2,0.8,1
V4133,3,2,66.86870102409236,251.51079942216205,40,9,0.67,0
V4134,7,2,69.27415017346928,830.5356870809908,11,15,0.29,0
V4135,5,3,95.73190041401693,294.79408494934654,11,7,0.6,1
V4136,4,4,115.4898549995772,251.68589875889325,31,7,1.0,1
V4137,6,2,51.38859676944362,545.4375599802177,60,13,0.33,0
V4138,2,0,101.77785185115393,428.779597647125,55,4,0.0,1
V4139,6,1,125.1999586093988,886.0642491604617,24,19,0.17,1
V4140,4,4,129.5792524473674,781.7064759703055,62,10,1.0,1
V4141,3,4,86.55151964847225,800.1723784037436,19,4,1.33,0
V4142,4,1,58.40507821801637,609.9503769386863,40,12,0.25,1
V4143,5,1,110.07713759711494,634.2657730810065,17,3,0.2,1
V4144,4,2,103.31829899224638,425.61924539425956,50,8,0.5,1
V4145,8,2,89.9627206889185,635.267354769514,12,17,0.25,0
V4146,6,3,81.42531880819371,368.1322591683093,15,6,0.5,0
V4147,6,3,100.1000723954328,473.8637190827819,39,13,0.5,0
V4148,4,4,102.61773868081865,222.01902573229916,13,18,1.0,0
V4149,2,2,77.69657332343252,412.06074021500973,19,16,1.0,0
V4150,6,4,83.46112547809619,611.8872015356548,73,11,0.67,0
V4151,3,1,48.295577968289805,718.6075707897719,57,14,0.33,0
V4152,2,1,99.2445302610289,590.201406991287,60,1,0.5,1
V4153,7,0,102.43862047406091,774.7401181074435,56,12,0.0,1
V4154,6,1,53.11654771549469,216.36155939340352,25,6,0.17,1
V4155,5,3,86.8133567994134,604.9144321309508,4,7,0.6,0
V4156,5,1,74.28877665028392,324.20391888542594,52,11,0.2,0
V4157,3,3,124.23240987341345,583.8524219068541,7,1,1.0,1
V4158,10,1,51.979057197524014,337.3145924640538,68,3,0.1,0
V4159,6,4,123.59123376888115,386.0586235302984,87,13,0.67,0
V4160,5,1,128.1560763287955,670.8881080037019,70,6,0.2,0
V4161,2,0,17.16309123515377,548.7486952771518,45,10,0.0,1
V4162,3,1,109.26357965490078,333.0242434687358,9,7,0.33,1
V4163,7,1,105.1997855997569,198.42075178388774,9,11,0.14,1
V4164,7,0,44.31669603557013,324.4877252703511,85,15,0.0,0
V4165,1,2,80.33948006541036,485.8793415642062,3,11,2.0,1
V4166,4,6,76.94527745735384,257.40910075978513,77,18,1.5,0
V4167,4,2,61.60784000336564,549.2523986813414,63,1,0.5,0
V4168,7,3,70.89106463084961,280.562966882748,82,14,0.43,0
V4169,4,2,115.51459032278365,461.5418644299765,2,12,0.5,0
V4170,4,0,92.52978426127002,565.2466096072934,31,1,0.0,1
V4171,5,3,72.19124838871876,402.9341071787943,38,18,0.6,0
V4172,3,2,55.55732480460268,712.2290093997487,7,17,0.67,0
V4173,8,0,115.22213512582864,573.736984438109,10,14,0.0,0
V4174,5,6,140.80514482074196,314.3793979779579,77,12,1.2,0
V4175,7,2,83.43561817722335,273.74237643189167,59,1,0.29,0
V4176,7,0,87.25359722947462,810.5735170032519,1,19,0.0,0
V4177,2,0,166.5964412394096,719.7789141354161,37,4,0.0,0
V4178,2,3,115.16433896757454,428.7858698998557,25,5,1.5,0
V4179,8,2,123.08366669216092,557.8715238017403,66,5,0.25,0
V4180,3,2,72.78697845079203,442.44061968955543,88,2,0.67,0
V4181,5,4,64.61331327646795,630.3549232962703,76,11,0.8,0
V4182,5,4,128.60249971120263,532.8919194521269,5,3,0.8,1
V4183,2,1,103.71458800004463,96.80479138934191,56,8,0.5,0
V4184,4,1,95.75267961539625,728.5229424645463,79,2,0.25,1
V4185,8,2,102.54129983448097,770.131138704658,42,4,0.25,0
V4186,14,3,141.74487367969934,405.0504849442971,64,7,0.21,0
V4187,5,5,67.96649402369297,562.140774460553,49,19,1.0,1
V4188,7,4,94.7543364041022,717.025602821549,46,19,0.57,1
V4189,4,1,69.53409332414923,1179.436127896412,71,7,0.25,1
V4190,3,1,98.34142355091953,605.3143074976861,2,8,0.33,1
V4191,8,3,114.0366333639325,569.9428953018896,67,14,0.38,1
V4192,6,2,99.4664845545086,672.1975458827858,4,4,0.33,0
V4193,4,1,141.99306107519786,691.8315355937268,62,14,0.25,0
V4194,5,2,74.54906215773272,606.329471966898,80,1,0.4,0
V4195,4,3,106.40482467019427,242.193448289017,27,5,0.75,1
V4196,2,3,128.33151311882216,535.3958251532769,86,11,1.5,0
V4197,7,4,78.65690341467439,558.873558830013,67,15,0.57,1
V4198,9,0,75.9808116173309,206.24749205872746,17,14,0.0,1
V4199,7,1,85.41900362839291,627.2103632988376,86,13,0.14,0
V4200,6,1,46.6061195885852,274.0655733615163,52,7,0.17,1
V4201,5,1,124.07837772229597,763.9011796570148,71,18,0.2,1
V4202,1,0,94.83051249543189,339.98771977425747,57,6,0.0,1
V4203,3,4,39.34122950465599,688.8177653521269,30,7,1.33,0
V4204,4,0,77.20809320365235,363.00706397329435,72,9,0.0,1
V4205,6,0,129.34819004700452,752.4996708515895,83,2,0.0,1
V4206,5,3,80.15139746197556,776.9813429364137,71,8,0.6,0
V4207,6,3,137.06920552000275,612.9282159016525,65,6,0.5,1
V4208,9,0,81.81278490534018,374.00279555116356,16,9,0.0,1
V4209,4,1,46.55164430861602,584.2981288409273,27,7,0.25,1
V4210,2,2,26.42405741228074,354.19992372634067,74,5,1.0,0
V4211,7,1,152.97011915861387,272.15143184960783,47,17,0.14,0
V4212,8,1,65.36738350003196,397.27475692730974,14,7,0.12,0
V4213,7,2,72.34670705619295,489.7376524639353,2,16,0.29,1
V4214,5,1,86.6053828148477,372.6800881540607,39,11,0.2,0
V4215,4,0,97.49199311256737,447.31370178802393,55,14,0.0,0
V4216,4,1,60.25398331795364,388.4677642181135,86,3,0.25,1
V4217,4,4,128.34722419441752,502.83262144656453,26,8,1.0,0
V4218,3,4,99.22517445484839,454.52699244328664,44,15,1.33,0
V4219,2,0,126.81036591594116,196.60735596764982,69,9,0.0,0
V4220,8,3,30.486854129294905,492.66330870701074,38,16,0.38,0
V4221,2,2,104.63739050774005,340.4127070583927,80,18,1.0,0
V4222,3,4,102.080774581251,318.98277122856985,12,8,1.33,0
V4223,10,0,89.12817311498401,317.58522425482613,17,7,0.0,0
V4224,3,1,74.29132323178767,534.9192144567612,25,10,0.33,0
V4225,3,1,45.34732369816417,580.2237623512981,64,12,0.33,1
V4226,7,2,48.958597452736186,525.6720041913546,88,12,0.29,1
V4227,3,0,128.97008290240066,645.6683101778978,11,10,0.0,0
V4228,7,2,101.26115516841689,500.1635796988112,18,2,0.29,0
V4229,6,2,83.99320853495169,526.2403587554256,36,12,0.33,1
V4230,4,4,82.21635469807794,329.1012522081681,3,6,1.0,0
V4231,5,1,120.63756268519406,598.7758963425596,83,1,0.2,0
V4232,4,1,119.37830380137694,471.1612017037293,70,9,0.25,1
V4233,4,3,65.51938238489291,625.1764470189236,87,16,0.75,0
V4234,5,0,46.75336715701243,480.6717801135136,71,17,0.0,0
V4235,5,0,101.11163988228574,500.59134051333547,9,6,0.0,1
V4236,4,1,126.9955801929867,342.1425038120691,66,4,0.25,1
V4237,8,3,110.70371804120873,468.19428296579514,47,9,0.38,0
V4238,5,2,139.80129971147312,906.6383236542856,50,8,0.4,0
V4239,9,4,84.86643162566085,129.6160492443429,64,18,0.44,0
V4240,3,7,98.54871386307246,409.07226282036936,47,12,2.33,1
V4241,2,2,88.30845204236033,656.5803552087469,75,7,1.0,1
V4242,6,0,112.87031076853208,356.9775697491506,67,8,0.0,0
V4243,5,2,68.58355438401514,522.0395905263749,42,10,0.4,0
V4244,8,1,95.82940095204165,480.1509525232703,49,3,0.12,0
V4245,4,4,139.41871693236956,670.0395351991212,30,18,1.0,1
V4246,8,1,68.12864308984628,451.0631858190347,8,9,0.12,0
V4247,7,0,29.65153080874218,170.7170084204489,37,5,0.0,0
V4248,3,2,105.75632171640028,837.8343295141215,85,13,0.67,0
V4249,6,1,157.22471855096185,474.31975689381096,8,5,0.17,0
V4250,8,1,69.5974900304043,531.7207141919137,63,2,0.12,0
V4251,7,1,128.30135553169276,409.24130883249126,11,7,0.14,0
V4252,1,2,90.41985801869347,533.2416945871846,58,3,2.0,1
V4253,5,1,60.528347732639396,696.5515552209368,34,9,0.2,1
V4254,5,0,110.65871834795374,470.9880496158536,39,3,0.0,0
V4255,2,3,47.31661383926524,344.1831235423159,16,6,1.5,1
V4256,8,3,135.6383433918028,238.95133501144545,71,10,0.38,0
V4257,5,0,93.32738640983527,734.9068695484431,4,3,0.0,0
V4258,2,5,38.80730142471372,411.82497596294206,46,9,2.5,0
V4259,3,1,145.618991948901,610.4666595232496,22,12,0.33,1
V4260,6,3,115.72191900246926,638.4888795927386,71,12,0.5,1
V4261,8,2,99.48146051017574,454.93633013539613,13,16,0.25,1
V4262,5,0,116.64767789339277,484.29546092923766,82,11,0.0,0
V4263,7,2,16.249826553760286,502.3393023805921,42,12,0.29,1
V4264,2,1,71.26509349424425,661.1732203206243,34,17,0.5,1
V4265,5,1,165.2722398550306,337.13277251892725,13,4,0.2,1
V4266,4,1,93.88905780380092,459.336283689056,29,10,0.25,0
V4267,5,3,70.78420808974607,558.5876415363441,47,17,0.6,0
V4268,5,2,95.06754621795858,562.6906837623657,69,8,0.4,0
V4269,3,3,57.04537635841132,624.299534878937,11,7,1.0,1
V4270,6,4,137.3277895554729,234.06835736105654,63,18,0.67,0
V4271,12,1,76.60752024608146,434.6734932402072,51,8,0.08,0
V4272,6,0,42.64111658686999,581.6295947755559,60,2,0.0,1
V4273,4,6,95.10569564532835,239.86944841849675,47,14,1.5,1
V4274,4,2,119.92311168934833,851.3166919447085,4,16,0.5,1
V4275,2,3,110.85505470768027,190.25988310314136,7,10,1.5,1
V4276,3,0,48.0470955353039,272.8906712283608,87,18,0.0,0
V4277,7,2,61.53265438294665,357.18078210579097,31,5,0.29,0
V4278,8,4,26.167277111025903,334.6595087920691,81,16,0.5,1
V4279,4,3,111.40998647755568,600.2843159249339,74,11,0.75,0
V4280,5,2,104.10308602036994,517.0506626344909,86,19,0.4,0
V4281,1,2,106.97812388258983,322.1412572328353,30,6,2.0,1
V4282,4,1,76.9477537293902,914.9632365353259,29,7,0.25,1
V4283,5,1,32.928789124641625,650.0579284803059,81,11,0.2,0
V4284,6,0,66.02272590530148,552.0272627165903,43,18,0.0,0
V4285,5,4,123.27468636402877,643.9583192491825,85,18,0.8,1
V4286,5,1,101.14621883231524,579.8328289467418,22,8,0.2,0
V4287,5,2,38.13702250250899,539.0809743788185,48,10,0.4,0
V4288,7,1,81.79880681808946,600.8825537043545,48,17,0.14,0
V4289,6,1,106.98018559378764,491.9741498002948,57,9,0.17,0
V4290,4,1,86.97946331184957,634.1863556701829,22,13,0.25,0
V4291,3,3,47.43767337870325,515.907388166608,27,8,1.0,0
V4292,11,0,75.41499960542349,444.53354454799984,87,17,0.0,0
V4293,7,3,68.06453319307795,826.3432672482504,63,16,0.43,1
V4294,2,2,91.00600436585982,516.6840864961025,4,16,1.0,0
V4295,7,2,98.43321822339077,450.6332264917288,81,8,0.29,1
V4296,5,1,70.32722389086385,328.2591217269795,3,10,0.2,0
V4297,6,2,109.38060134760809,300.3243332965245,81,12,0.33,1
V4298,4,4,139.03188518117173,508.68986204422964,40,18,1.0,1
V4299,3,2,183.4551296200439,427.61780344482236,83,9,0.67,1
V4300,3,2,62.05075242740946,351.9189087576402,82,4,0.67,0
V4301,10,2,92.24917149683432,758.7371034100677,28,5,0.2,0
V4302,7,2,35.5912774667876,708.3634370403097,15,16,0.29,0
V4303,4,1,75.68535607658029,300.7687344464634,51,1,0.25,0
V4304,7,2,128.36285235684124,431.3234310258783,26,18,0.29,0
V4305,7,3,21.931178608945373,175.34488108161395,35,18,0.43,0
V4306,4,4,77.48409342678335,401.57237268406914,80,19,1.0,0
V4307,5,1,88.93535526348842,364.05613066946466,15,9,0.2,0
V4308,7,1,43.11988738662963,467.8387670097577,5,1,0.14,1
V4309,8,2,101.29200489942122,322.7036161757907,46,3,0.25,0
V4310,4,1,97.62469193138607,145.3829707056958,24,2,0.25,0
V4311,1,2,71.64085927748204,389.806150624633,2,2,2.0,0
V4312,5,2,109.4635374530416,751.7952863789454,59,17,0.4,1
V4313,5,3,65.08928895947514,372.90300603792355,36,6,0.6,1
V4314,10,2,103.6742867969453,887.896727792177,45,5,0.2,0
V4315,5,2,90.1214407913793,332.46228318672036,76,11,0.4,1
V4316,4,1,97.03890271628813,515.9374579728704,37,9,0.25,0
V4317,8,2,82.65895458754441,564.6194150398992,57,4,0.25,1
V4318,3,5,49.56010270274632,291.6319984247066,85,7,1.67,0
V4319,3,0,48.06134274814571,168.93146079575757,12,13,0.0,0
V4320,7,1,66.90206356002186,717.1829648636378,35,16,0.14,1
V4321,11,3,73.6376684626824,718.9431607909369,22,17,0.27,1
V4322,4,3,98.16374716686123,778.5934670677984,72,2,0.75,1
V4323,3,1,89.03191974270312,336.2984385061683,27,5,0.33,0
V4324,8,1,76.26907003339828,573.8195519337078,7,18,0.12,0
V4325,2,2,29.988679667411688,507.77129155671935,3,13,1.0,0
V4326,8,3,69.13434093365105,480.29980305102373,4,18,0.38,1
V4327,7,0,55.220153137366374,423.27460794034573,88,11,0.0,1
V4328,4,4,142.35997595189426,655.0875416856312,8,14,1.0,0
V4329,4,1,92.20322289790172,1025.834507357814,45,12,0.25,1
V4330,3,4,136.96765251900408,555.341753565664,77,4,1.33,1
V4331,8,1,92.3100853709758,535.6557409708162,73,7,0.12,0
V4332,3,5,145.95182058457567,368.81446848161903,20,13,1.67,0
V4333,5,0,99.4640083939196,634.6288370603427,84,19,0.0,1
V4334,5,3,100.60899860648458,50.0,5,11,0.6,1
V4335,3,0,148.41419052336335,433.5084007063892,46,7,0.0,0
V4336,7,5,68.66186884948243,572.8967720511719,69,15,0.71,0
V4337,4,1,70.04954558597717,549.1115845505988,35,19,0.25,1
V4338,5,2,93.74549182976402,480.82723995610286,65,17,0.4,1
V4339,4,1,177.52950283855205,131.46588616772925,15,1,0.25,0
V4340,4,0,78.68024310042314,799.2850355777605,17,12,0.0,0
V4341,5,2,99.2642579397525,545.9333720168256,76,19,0.4,1
V4342,3,5,117.10957023615788,495.38588352983135,46,5,1.67,0
V4343,3,1,137.96900528683994,751.7557867611456,61,10,0.33,0
V4344,4,2,116.91412728170864,741.8029244046137,43,11,0.5,1
V4345,6,1,134.66898807816196,457.0900392217396,79,16,0.17,0
V4346,5,2,112.9063500482107,448.21081344628266,78,18,0.4,0
V4347,4,2,93.36110491378848,594.6292085689771,22,9,0.5,1
V4348,1,1,57.66300668952317,746.9153681394569,9,9,1.0,1
V4349,5,0,74.47901277155928,697.2008538253104,47,14,0.0,0
V4350,2,2,79.09740744198845,306.7900006369727,85,6,1.0,0
V4351,5,1,98.69732221457433,282.6639523016263,3,12,0.2,1
V4352,5,4,105.84257883470512,327.26268886473423,52,11,0.8,0
V4353,3,1,147.45072706554294,609.6743268543446,31,4,0.33,1
V4354,5,1,27.75532131938229,423.1657575570903,13,6,0.2,0
V4355,5,1,88.50274679171372,599.3791464285443,2,18,0.2,0
V4356,8,4,147.29474982439348,240.64121664313205,78,6,0.5,1
V4357,4,0,48.63813731880461,334.57841956301365,7,1,0.0,1
V4358,6,0,68.85928812576225,598.236943273613,29,10,0.0,0
V4359,5,3,103.99059685219777,190.63004252276403,4,12,0.6,0
V4360,8,0,116.0970187918337,855.9950398322435,4,7,0.0,0
V4361,5,5,48.49281373444475,722.1454960122466,88,11,1.0,0
V4362,2,2,136.4167601791294,777.0248959187097,21,1,1.0,0
V4363,3,1,107.33232358563636,653.7526655829428,45,16,0.33,0
V4364,8,2,48.16149802197612,125.46173742197516,28,4,0.25,1
V4365,9,2,124.61138171856206,724.8071543674372,8,6,0.22,0
V4366,1,2,120.71347783060084,645.4570911762955,42,10,2.0,0
V4367,2,2,89.9389972320802,432.8567998834211,17,7,1.0,1
V4368,3,2,76.23868996958427,409.66382039095384,9,12,0.67,1
V4369,6,1,54.95226519788996,656.2376083359957,61,19,0.17,1
V4370,7,2,77.71690255228236,182.97984287986912,84,10,0.29,1
V4371,6,2,120.90802301282027,683.8203206163598,69,2,0.33,0
V4372,8,1,38.46942399921292,371.1577752247414,41,9,0.12,1
V4373,5,1,64.97975182865508,532.863392024729,29,1,0.2,0
V4374,8,0,98.70702844372283,539.987563497548,76,10,0.0,1
V4375,4,1,111.29701104723199,229.39092279056752,54,1,0.25,0
V4376,4,1,110.10480212995489,176.89037897008177,32,2,0.25,0
V4377,8,3,66.54591491442983,549.9569148620657,65,5,0.38,1
V4378,6,3,86.90185942699645,489.8273894128887,43,17,0.5,0
V4379,11,0,76.19825359396299,556.0062693841664,69,13,0.0,0
V4380,2,4,98.04708584060958,297.1046006846186,76,6,2.0,0
V4381,5,4,107.37463221084474,675.1712669289075,80,10,0.8,0
V4382,3,0,84.80550027840009,742.4463171826737,16,2,0.0,0
V4383,8,1,93.46646197568684,444.71940222624823,21,5,0.12,0
V4384,4,2,89.99899172948136,268.8568827386217,33,19,0.5,1
V4385,7,1,42.81053885284246,386.83818110765844,26,2,0.14,0
V4386,9,0,128.8153359591747,558.2583745410667,3,1,0.0,1
V4387,6,2,121.06923690652579,589.5622891802992,23,8,0.33,0
V4388,4,1,35.987508253886844,890.3029747459861,89,15,0.25,1
V4389,2,3,153.2043534027804,664.6443666942617,54,6,1.5,1
V4390,7,3,102.32827594975477,449.4826434974523,84,4,0.43,0
V4391,9,0,106.3964068401967,606.3517896767463,47,12,0.0,1
V4392,4,3,74.94495148638809,566.0112147396338,36,16,0.75,1
V4393,7,3,93.72601859207069,509.72485351191267,35,2,0.43,0
V4394,7,2,106.38833339203637,832.58871167807,43,8,0.29,0
V4395,4,3,144.64440606638016,374.6114996252098,33,6,0.75,0
V4396,3,3,57.14512864356199,620.1102677317002,5,3,1.0,1
V4397,3,1,123.70834722750334,616.4360293660889,4,1,0.33,0
V4398,6,3,77.37624322344608,863.4409692689242,58,8,0.5,0
V4399,3,2,132.6088206838835,87.38496732906668,52,12,0.67,0
V4400,4,1,46.430491123746876,743.1389969476754,72,7,0.25,0
V4401,5,3,87.71231257959877,278.3648793452062,75,17,0.6,0
V4402,5,2,27.860785524544617,193.91906714243362,50,13,0.4,0
V4403,9,6,70.22817929308087,310.24285660645,27,18,0.67,0
V4404,2,4,75.66663489523296,204.12254311050816,10,16,2.0,0
V4405,3,2,103.06740004517668,737.2751073047498,62,8,0.67,1
V4406,5,2,42.91462823239778,823.0120097881409,20,12,0.4,1
V4407,7,1,139.70464113415528,359.07535129927345,32,6,0.14,1
V4408,2,8,144.9010418610412,458.2751914841151,48,2,4.0,0
V4409,2,2,94.62839791294607,726.1224117550254,49,7,1.0,1
V4410,7,2,50.36132654028072,834.1886766739516,82,4,0.29,1
V4411,1,0,47.39418205521703,530.1116816452135,26,16,0.0,0
V4412,6,1,92.917618430729,412.2554188407313,35,17,0.17,1
V4413,4,4,66.23158133688206,216.04799395788132,28,3,1.0,0
V4414,4,3,128.3068243501409,260.33997943811386,65,3,0.75,0
V4415,9,5,79.80709565981194,825.7628936137335,26,14,0.56,0
V4416,6,3,103.56023279766927,262.451979545149,58,14,0.5,1
V4417,7,6,88.25064453866406,578.3469054275024,6,7,0.86,1
V4418,9,0,73.82429770879529,451.69933382217914,50,1,0.0,0
V4419,7,2,67.20816062880807,431.014440085197,49,15,0.29,0
V4420,6,2,55.522139876089305,189.55761307715454,58,14,0.33,0
V4421,5,1,78.69288116014265,455.61324160279344,46,4,0.2,0
V4422,5,2,92.05160490782498,826.4442426690039,89,4,0.4,1
V4423,2,4,96.87432783308455,497.68830503475107,81,11,2.0,0
V4424,3,3,90.94756682950434,613.2381341745311,21,1,1.0,0
V4425,4,3,84.10046861968499,205.98641417035782,25,11,0.75,1
V4426,6,1,33.716362171428564,477.490526552963,63,12,0.17,0
V4427,4,2,124.89431448991579,462.9358819707742,83,15,0.5,1
V4428,6,2,43.9785971569216,475.6321803619128,66,15,0.33,1
V4429,6,2,105.15670246418979,586.1603531574913,35,4,0.33,1
V4430,6,0,127.06557658331033,548.854478798792,80,6,0.0,1
V4431,1,3,125.91548202087226,303.10909833550863,80,2,3.0,0
V4432,4,3,113.98050813305152,353.871238298163,33,9,0.75,0
V4433,3,1,92.23564140443163,500.14148195704985,50,8,0.33,1
V4434,5,3,62.90335510244275,924.2769280968514,24,19,0.6,0
V4435,11,0,48.058614589170055,349.7458198508351,23,8,0.0,0
V4436,8,4,91.08332207828161,407.10498435854134,81,10,0.5,1
V4437,4,1,69.61757949551742,433.8800612550492,37,17,0.25,1
V4438,6,3,74.62146207482326,566.2479468700728,63,19,0.5,1
V4439,4,1,110.74708661104609,692.6456938175112,56,1,0.25,0
V4440,7,1,84.58871914811678,577.6260405684062,63,15,0.14,0
V4441,2,3,67.45936887078116,292.72372364237265,19,11,1.5,0
V4442,2,0,179.59969932387833,625.8189628211754,21,7,0.0,1
V4443,4,2,79.90221380089454,803.4989415702139,39,16,0.5,1
V4444,10,1,113.40724361758906,508.7284965260053,83,3,0.1,0
V4445,9,4,110.81962170437046,447.79141082803795,72,12,0.44,1
V4446,5,5,77.48932183707429,850.2937134889678,26,16,1.0,0
V4447,2,2,69.28888806232226,237.70924595443432,51,19,1.0,1
V4448,3,1,41.0256076599685,526.6832485863363,60,2,0.33,1
V4449,6,0,97.34367884298548,570.1507710890783,82,8,0.0,0
V4450,6,2,91.06647687608204,558.9611193354408,78,19,0.33,0
V4451,8,0,53.63343576952952,628.3227365932331,82,11,0.0,1
V4452,3,2,128.05439936018138,264.8303270498708,6,11,0.67,1
V4453,9,1,108.74244406229533,446.3709986840795,7,2,0.11,0
V4454,3,2,90.6029564883813,423.77429945890856,60,5,0.67,1
V4455,5,1,78.93150624077317,276.2615974029411,61,5,0.2,0
V4456,4,5,83.57735357351966,210.69981588287425,5,10,1.25,0
